id,Source.Name,conduct_two_assessments,trainee_number,gender,stem_units,completion_method,quality_group_score,cognition,initial_rating_score,final_instructor_score,sea_command,land_command,command_final,thinking_ability_final,sea_performance_final,teamwork_final,stress_resilience_final,persistence_final,motivation,structures_test,sea_rowing,sea_rowing_test,fuel_regulator_test,navigation_test,gps_test,fire_extinguishing_test,marine_navigation_radar_test,professional_lecture,lecture_from_home,submarine_heating_exercise,topographic_map_exercise,raft_exercise,ps2_exercise,commander_qualities_exercise,billion_dollar_exercise,rowing,ship_interception_exercise,hole_digging,sociometric_stretchers,journey_1,journey_2,sociometric_rope,crawls,hydraulic_system_test,submarine_watch_exercise,m16_disassembly,m16_assembly,m16_final,psychologist_interview,psychologist_final,naval_officers_formula_score,number_of_trainees_in_group,commander_sociometric_position,friend_sociometric_position,commander_sociometric_ninths,friend_sociometric_ninths,commander_sociometric_percentile,cubes_in_darkness,pull_up_exercise,acid_stream_exercise,rowing_competition,material_evacuation_exercise,machinery_component_understanding,machinery_mechanical_system_analysis,machinery_drawing_analysis,machinery_understanding_physical_forces,machinery_final_suitability_score,machinery_recommendation,electronics_simulator_score,electronics_electrical_circuit_test,electronics_interview,electronics_final_suitability_score,electronics_recommendation
680,12.2.23.XLSX,,126,unknown,0,not_completed,54,70,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
681,12.2.23.XLSX,,116,unknown,2,completed,55,70,31,3,0,3,3,3,0,5,4,5,5,80,60,60,74,19,20,0,0,5,7,4,5,2,4,2,2,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,14,10,10,4,4,35.7,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
681,12.2.23.XLSX,,13,unknown,2,not_completed,55,70,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
682,12.2.23.XLSX,,38,unknown,2,completed,56,90,31,3,2,2,2,5,2,3,4,2,6,60,100,40,69,0,72,0,50,6,0,2,1,2,5,6,0,0,0,3,4,5,5,2,0,0,0,0,0,0,0,0,45,13,7,5,5,6,53.8,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
683,12.2.23.XLSX,,152,unknown,2,completed,56,90,27,6,6,7,7,6,6,4,6,6,0,80,80,60,70,82,90,0,0,6,3,0,6,5,6,6,5,5,4,5,4,6,6,5,6,0,6,0,0,8,0,4,62,10,2,6,7,5,90.0,0,6,0,0,6.0,8,9,9,9,1,0,36,3,8,6,2
684,12.2.23.XLSX,,96,unknown,3,completed,56,60,38,6,6,5,5,3,6,6,6,5,8,0,0,0,60,10,0,90,0,0,6,4,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,13,5,5,56.3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
685,12.2.23.XLSX,,32,unknown,3,completed,55,70,31,4,5,3,4,4,4,5,4,5,5,0,0,0,70,0,40,56,62,4,8,4,0,0,5,4,4,0,0,3,5,5,4,0,0,0,0,0,0,0,0,4,51,13,9,7,4,5,38.5,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
686,12.2.23.XLSX,,54,unknown,3,completed,53,60,0,3,5,4,3,3,3,5,2,4,5,40,40,20,47,0,20,0,36,3,0,1,2,4,1,4,0,0,0,4,5,5,4,3,0,0,0,0,0,0,0,0,54,12,5,3,5,6,66.7,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
687,12.2.23.XLSX,,97,unknown,2,completed,56,70,34,3,4,3,2,4,3,3,3,3,9,0,0,0,75,90,0,90,0,0,3,3,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,12,4,5,6.3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
688,12.2.23.XLSX,,117,unknown,2,completed,55,80,25,3,4,0,3,4,0,6,3,4,3,80,100,80,88,34,60,0,0,7,7,2,2,2,2,4,2,0,0,0,0,5,6,0,0,0,0,0,0,0,0,3,60,14,4,5,6,6,78.6,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
689,12.2.23.XLSX,,75,unknown,2,completed,56,90,32,3,0,3,3,2,2,3,3,3,7,80,80,40,100,67,60,100,90,6,6,2,3,3,3,2,0,0,0,4,4,4,4,4,0,0,0,0,0,0,0,0,0,8,2,1,6,6,87.5,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
690,12.2.23.XLSX,,29,unknown,3,completed,56,80,32,6,4,4,5,7,6,7,5,7,6,10,6,6,6,3,6,0,0,5,5,2,4,6,7,0,7,5,0,4,8,5,5,5,0,0,0,0,0,0,0,0,62,11,4,6,7,5,72.7,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
691,12.2.23.XLSX,,27,unknown,0,completed,53,60,0,4,7,7,7,7,6,8,8,9,7,40,80,7,37,50,7,0,0,5,3,0,6,6,2,7,5,6,5,3,9,6,0,4,3,40,6,4,0,0,0,0,75,12,1,8,8,5,100.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
692,12.2.23.XLSX,,172,unknown,0,not_completed,53,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
693,12.2.23.XLSX,,17,unknown,0,not_completed,56,80,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
694,12.2.23.XLSX,,98,unknown,3,completed,55,60,36,4,3,5,4,4,6,6,6,6,6,0,0,0,60,40,0,64,0,3,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,1,7,7,100.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
695,12.2.23.XLSX,,22,unknown,2,completed,54,70,25,4,6,4,5,4,5,4,4,4,4,0,0,0,89,0,90,98,60,7,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,54,12,7,9,5,4,50.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
696,12.2.23.XLSX,,99,unknown,3,completed,56,70,34,6,6,6,6,5,6,6,6,6,8,0,0,0,60,50,0,88,0,7,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,16,4,3,6,6,81.3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
697,12.2.23.XLSX,,71,unknown,2,completed,55,80,29,4,5,3,4,5,5,5,4,2,8,80,80,80,48,28,60,0,0,3,5,5,5,3,2,5,2,0,0,4,3,5,3,6,0,0,0,0,0,0,0,0,49,13,9,9,4,5,38.5,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
698,12.2.23.XLSX,,100,unknown,3,completed,53,70,0,5,6,4,5,4,5,7,6,6,9,0,0,0,40,50,0,50,0,0,7,6,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,2,6,6,93.8,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
699,12.2.23.XLSX,,18,unknown,3,completed,56,80,32,1,0,4,2,6,1,3,2,3,2,80,60,60,55,55,30,48,46,2,4,4,1,1,1,3,2,0,0,3,2,5,5,1,0,0,0,0,0,0,0,0,0,14,12,9,3,5,25.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
700,12.2.23.XLSX,,33,unknown,2,completed,53,60,26,3,3,5,4,3,3,4,3,6,6,0,0,0,75,0,60,98,50,3,7,2,0,0,4,2,2,0,0,5,6,5,4,0,0,0,0,0,0,0,0,0,46,13,6,4,5,6,61.5,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
701,12.2.23.XLSX,,94,unknown,3,completed,54,60,33,5,6,3,5,4,0,5,6,5,5,40,60,40,41,40,20,76,44,5,4,2,6,5,3,7,4,0,0,8,7,5,5,4,0,0,0,0,0,0,0,0,64,11,2,1,7,7,90.9,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
702,12.2.23.XLSX,,34,unknown,2,completed,53,60,26,3,4,3,3,2,4,4,4,3,7,0,0,0,46,0,50,54,20,6,0,2,0,0,1,5,4,0,0,6,5,5,4,0,0,0,0,0,0,0,0,0,59,13,2,2,8,7,96.2,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
703,12.2.23.XLSX,,76,unknown,0,not_completed,54,50,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
704,12.2.23.XLSX,,304,unknown,0,not_completed,56,80,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
705,12.2.23.XLSX,,136,unknown,0,not_completed,55,70,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
706,12.2.23.XLSX,,207,unknown,3,completed,55,80,26,7,7,4,4,5,5,7,4,6,5,60,60,60,58,20,50,0,96,7,7,8,7,5,6,7,6,5,0,5,5,5,4,5,0,0,0,0,0,0,0,0,71,11,3,3,7,6,86.4,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
707,12.2.23.XLSX,,131,unknown,2,not_completed,53,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
707,12.2.23.XLSX,,70,unknown,2,not_completed,53,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
708,12.2.23.XLSX,,49,unknown,0,completed,56,90,26,3,4,5,4,0,3,4,0,0,0,0,40,20,55,24,50,0,0,4,0,0,4,4,3,4,3,0,4,6,3,5,0,3,0,40,4,0,0,6,0,0,50,14,6,7,5,5,64.3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
709,12.2.23.XLSX,,33,unknown,2,not_completed,54,80,27,3,5,3,4,3,5,5,5,5,4,0,0,0,68,64,70,90,0,7,0,5,0,0,2,0,0,5,0,5,7,5,5,0,0,0,0,0,0,0,0,0,54,14,9,11,5,4,42.9,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
710,12.2.23.XLSX,,32,unknown,2,completed,55,70,32,3,4,4,3,5,5,4,3,3,2,0,0,0,68,0,80,38,64,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,12,12,11,4,4,8.3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
711,12.2.23.XLSX,,77,unknown,2,completed,54,70,0,4,5,5,4,4,5,4,4,4,6,80,60,40,70,10,30,34,40,4,0,3,6,4,4,5,4,0,0,4,4,5,5,5,0,0,0,0,0,0,0,0,58,12,4,5,7,6,79.2,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
712,12.2.23.XLSX,,101,unknown,2,completed,55,80,29,4,4,4,3,6,3,3,3,4,5,0,0,0,60,40,0,46,0,4,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,6,6,5,75.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
713,12.2.23.XLSX,,20,unknown,3,completed,55,90,25,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,3,3,6.7,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
714,12.2.23.XLSX,,118,unknown,2,completed,55,80,29,3,3,5,3,5,0,6,3,4,7,100,80,60,76,16,40,0,0,5,4,2,2,2,2,4,5,0,0,0,0,5,6,0,0,0,0,0,0,0,0,5,43,14,14,14,3,3,7.1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
715,12.2.23.XLSX,,126,unknown,3,completed,55,70,31,7,6,7,7,7,6,6,8,7,7,100,60,80,67,24,50,0,0,5,0,2,2,6,6,6,6,5,0,6,6,7,8,5,0,0,0,0,0,0,0,0,65,15,4,14,6,4,80.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
716,12.2.23.XLSX,,240,unknown,0,completed,54,80,23,7,6,8,7,6,7,7,7,6,5,100,80,60,60,34,60,0,0,6,6,0,0,6,2,5,5,5,5,7,5,7,7,7,0,0,0,0,0,0,0,0,69,16,1,7,7,5,100.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
717,12.2.23.XLSX,,119,unknown,3,completed,56,90,34,2,0,3,3,3,0,3,2,3,4,100,60,80,69,26,60,0,0,7,4,2,2,3,2,2,3,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,14,7,3,6,6,57.1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
718,12.2.23.XLSX,,103,unknown,3,completed,53,60,0,4,4,4,4,3,4,5,4,6,5,0,0,0,0,0,0,68,74,3,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,1,6,7,71.4,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
719,12.2.23.XLSX,,21,unknown,2,completed,55,70,34,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,13,4,5,13.3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
720,12.2.23.XLSX,,72,unknown,2,completed,56,90,33,5,5,6,5,5,6,6,6,5,7,0,0,0,66,0,0,80,50,6,6,5,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,6,6,75.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
721,12.2.23.XLSX,,22,unknown,3,completed,53,50,31,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,2,7,6,100.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
722,12.2.23.XLSX,,23,unknown,2,not_completed,56,90,28,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
723,12.2.23.XLSX,,10,unknown,2,completed,56,80,37,4,3,4,4,5,5,3,3,4,7,0,0,0,90,0,0,58,40,7,4,3,4,5,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,4,7,5,100.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
724,12.2.23.XLSX,,55,unknown,2,not_completed,56,90,28,6,5,5,6,7,5,6,5,7,8,80,100,80,87,0,60,0,88,5,0,5,3,5,5,5,0,0,0,4,6,5,4,4,0,0,0,0,0,0,0,0,67,12,2,7,7,5,91.7,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
725,12.2.23.XLSX,2.0,74,unknown,0,completed,54,60,27,6,5,6,6,5,6,5,5,6,7,80,80,20,77,30,70,70,0,7,6,0,6,6,2,3,3,7,6,0,6,8,6,0,7,0,6,6,0,0,0,0,54,11,7,9,5,4,45.5,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
726,12.2.23.XLSX,,13,unknown,0,not_completed,54,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
727,12.2.23.XLSX,,115,unknown,3,completed,53,60,26,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,12,4,5,15.6,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
728,12.2.23.XLSX,,57,unknown,3,completed,55,60,39,7,5,6,7,5,6,7,6,6,7,80,40,60,53,53,50,48,70,7,0,6,6,5,4,7,0,0,0,6,5,5,5,7,0,0,0,0,0,0,0,0,74,13,2,1,7,6,96.2,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
729,12.2.23.XLSX,,33,unknown,3,completed,55,80,27,3,4,5,4,4,4,4,3,3,3,0,0,0,68,0,100,90,70,7,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,49,12,8,12,5,4,41.7,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
730,12.2.23.XLSX,,18,unknown,2,not_completed,56,90,32,7,6,6,7,7,0,7,6,6,7,0,0,0,80,49,60,80,0,6,6,5,5,6,6,6,4,0,0,5,4,6,6,0,0,0,0,0,0,0,0,4,71,10,2,6,6,5,90.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
731,12.2.23.XLSX,,120,unknown,2,completed,56,80,30,2,0,3,2,3,0,5,2,4,5,100,100,60,76,28,50,0,0,7,2,2,2,3,2,4,2,0,0,0,0,3,6,0,0,0,0,0,0,0,0,4,0,14,6,2,6,6,67.9,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
732,12.2.23.XLSX,,10,unknown,3,completed,50,50,0,4,5,3,4,3,5,5,4,4,9,100,60,40,55,50,60,0,0,4,7,2,5,4,3,4,4,6,0,6,3,4,4,5,0,0,0,0,0,0,0,0,57,14,5,4,6,6,71.4,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
733,12.2.23.XLSX,,501,unknown,2,completed,56,90,36,4,5,6,4,3,5,5,4,6,7,0,80,20,53,30,20,0,0,5,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,60,6,0,0,7,0,0,54,11,8,6,5,4,36.4,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
734,12.2.23.XLSX,,116,unknown,2,completed,56,90,31,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,11,5,5,43.8,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
735,12.2.23.XLSX,,117,unknown,2,completed,56,80,33,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,3,6,6,62.5,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
736,12.2.23.XLSX,,53,unknown,2,completed,55,70,30,4,0,4,4,6,5,7,5,7,7,100,100,80,32,72,50,78,24,6,5,4,0,5,7,4,0,0,0,4,6,5,6,4,0,0,0,0,0,0,0,0,0,12,10,8,4,5,25.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
737,12.2.23.XLSX,,98,unknown,3,completed,55,80,0,3,5,3,3,2,4,5,4,3,4,20,20,20,65,16,40,0,0,2,0,4,5,4,2,4,0,0,0,6,4,5,5,4,0,0,0,0,0,0,0,0,49,12,9,9,3,5,33.3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
738,12.2.23.XLSX,,118,unknown,3,completed,53,60,24,3,3,4,4,3,3,3,4,3,9,0,0,0,52,0,0,90,22,4,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,16,11,13,5,4,37.5,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
739,12.2.23.XLSX,,42,unknown,3,completed,53,60,28,5,6,4,5,7,6,5,6,6,7,0,0,0,5,0,0,90,80,3,4,0,0,0,5,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,16,16,16,3,4,6.3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
740,12.2.23.XLSX,,43,unknown,2,completed,55,90,25,6,5,6,5,7,6,7,6,6,7,0,0,0,7,0,0,80,60,7,7,0,0,0,8,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,16,9,11,5,5,50.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
741,12.2.23.XLSX,,115,unknown,3,completed,56,80,33,3,5,6,5,5,5,3,4,5,4,80,40,0,32,14,70,34,64,1,7,4,4,4,3,4,4,0,0,5,3,5,6,5,0,0,0,0,0,0,5,5,40,12,10,7,3,5,25.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
742,12.2.23.XLSX,,12,unknown,2,not_completed,56,90,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
743,12.2.23.XLSX,,136,unknown,3,completed,54,50,35,4,5,4,4,5,6,5,4,4,4,80,20,20,30,0,20,26,40,4,0,4,4,3,3,3,0,0,0,4,3,5,6,4,0,0,0,0,0,0,0,0,57,12,5,7,5,5,66.7,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
744,12.2.23.XLSX,,44,unknown,3,completed,54,60,32,7,7,8,7,7,7,7,7,7,9,0,0,0,5,0,0,80,20,0,8,0,0,0,8,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,16,8,15,5,4,56.3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
745,12.2.23.XLSX,,121,unknown,2,completed,54,60,31,2,0,0,2,3,0,2,2,4,3,80,80,20,76,36,20,0,0,3,6,4,3,4,2,6,4,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,14,5,4,6,6,67.9,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
746,12.2.23.XLSX,,135,unknown,2,completed,54,80,25,2,2,4,2,2,3,5,2,2,4,100,80,20,45,0,50,0,30,4,3,6,4,3,1,4,0,0,0,3,6,5,5,4,0,0,0,0,0,0,0,0,39,12,10,8,4,5,25.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
747,12.2.23.XLSX,,108,unknown,3,not_completed,54,70,0,0,5,3,4,4,5,4,5,5,0,100,80,60,58,0,0,78,42,3,8,3,3,5,3,5,5,5,0,4,6,4,7,4,0,0,0,0,0,0,0,0,58,11,2,5,7,5,90.9,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
748,12.2.23.XLSX,,122,unknown,2,completed,54,70,27,3,0,3,3,6,0,5,3,3,3,100,80,40,56,56,50,0,0,9,6,3,5,5,4,4,4,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,14,12,12,4,4,21.4,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
748,12.2.23.XLSX,,18,unknown,2,completed,54,70,27,5,4,5,3,3,3,4,4,4,7,100,100,80,68,54,30,48,50,7,7,4,2,3,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,11,8,6,4,5,36.4,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
749,12.2.23.XLSX,,34,unknown,3,not_completed,56,70,32,3,4,3,3,3,4,3,3,3,3,0,0,0,70,0,40,20,0,0,4,3,4,0,3,0,0,0,0,5,3,6,6,0,0,0,0,0,0,0,0,0,0,13,12,8,3,5,15.4,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
750,12.2.23.XLSX,,80,unknown,3,completed,56,70,34,3,4,2,3,2,3,4,3,3,5,40,40,80,50,56,30,0,0,4,6,1,4,4,1,2,2,5,0,5,5,5,5,6,0,0,0,0,0,0,0,0,54,15,6,4,6,6,66.7,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
751,12.2.23.XLSX,,98,unknown,3,completed,53,60,0,3,3,4,3,4,4,5,4,3,7,60,80,40,45,66,70,0,0,2,0,5,4,4,3,4,3,5,0,5,4,5,5,5,0,0,0,0,0,0,0,0,50,12,5,6,6,5,66.7,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
752,12.2.23.XLSX,,54,unknown,0,not_completed,55,80,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
753,12.2.23.XLSX,,231,unknown,3,completed,56,90,27,6,6,6,6,5,5,7,7,7,6,0,100,80,70,70,50,0,0,6,0,0,5,6,6,7,7,5,0,7,6,6,5,6,0,0,0,0,0,5,0,0,63,13,6,12,6,4,61.5,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
754,12.2.23.XLSX,,98,unknown,3,completed,54,70,29,3,3,3,3,2,5,4,5,6,1,40,20,40,50,46,30,0,0,1,3,4,3,2,2,2,2,0,4,3,5,2,6,4,5,0,0,0,0,0,0,0,41,14,9,9,4,5,42.9,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
755,12.2.23.XLSX,,35,unknown,2,completed,54,70,26,3,4,2,3,4,4,3,3,4,4,0,0,0,80,0,40,64,55,6,0,2,0,0,2,4,3,0,0,7,5,5,4,0,0,0,0,0,0,0,0,0,43,13,10,10,4,4,30.8,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
756,12.2.23.XLSX,,81,unknown,2,completed,56,70,33,6,6,5,6,6,6,7,6,6,6,0,0,0,79,0,0,80,40,4,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,4,5,80.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
757,12.2.23.XLSX,,45,unknown,3,not_completed,55,80,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
